N,dim,T_0,k,num_iter,rng,batch_size,dtype,time,loss
22080,81,1,64,4,42,256,FP64,0.9105017185211182,568.0009998232665
22080,81,1,64,4,42,256,FP64,0.9100570678710938,568.0009998232665
22080,81,1,64,4,42,256,FP64,0.7029850482940674,568.0009998232665
22080,81,1,128,1,42,256,FP32,0.12092757225036621,685.5819091796875
22080,81,1,128,1,42,256,FP32,0.11131405830383301,685.5819091796875
22080,81,1,128,1,42,256,FP32,0.11507105827331543,685.5819091796875
22080,81,1,128,1,42,256,FP32,0.10941481590270996,685.5819091796875
22080,81,1,128,1,42,256,FP32,0.1101841926574707,685.5819091796875
22080,81,1,128,1,42,256,FP64,0.16784358024597168,700.2969485831815
22080,81,1,128,1,42,256,FP64,0.1817483901977539,700.2969485831815
22080,81,1,128,1,42,256,FP64,0.1798710823059082,700.2969485831815
22080,81,1,128,1,42,256,FP64,0.1680316925048828,700.2969485831815
22080,81,1,128,1,42,256,FP64,0.18954896926879883,700.2969485831815
22080,81,1,128,2,42,256,FP32,0.22885823249816895,596.0284423828125
22080,81,1,128,2,42,256,FP32,0.2484123706817627,596.0284423828125
22080,81,1,128,2,42,256,FP32,0.2521214485168457,596.0284423828125
22080,81,1,128,2,42,256,FP32,0.29291701316833496,596.0284423828125
22080,81,1,128,2,42,256,FP32,0.26100921630859375,596.0284423828125
22080,81,1,128,2,42,256,FP64,0.45397496223449707,605.0525565278587
22080,81,1,128,2,42,256,FP64,0.43131566047668457,605.0525565278587
22080,81,1,128,2,42,256,FP64,0.39267563819885254,605.0525565278587
22080,81,1,128,2,42,256,FP64,0.3772766590118408,605.0525565278587
22080,81,1,128,2,42,256,FP64,0.40474939346313477,605.0525565278587
22080,81,1,128,4,42,256,FP32,0.45501208305358887,564.5053100585938
